Última atualização: 11/09/2020;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Código OACI;CIAD;Nome;Município;UF;Longitude;Latitude;Operação;Rampa de Aproximação;Formato da Área de Pouso;Dimensões;Resistência;Superfície;Validade do Registro;Portaria de Registro;Link
SJOV;SP0643;C.B.E . Companhia Brasileira de Equipamento;RIBEIRÃO GRANDE;São Paulo;"048°20'39,0""O";"24°08'55,0""S";VFR Diurna/Noturna;3 13;Quadrado;22m x 22m;t;Concreto;28/02/2022;PA2012-0377;https://pergamum.anac.gov.br/arquivos/PA2012-0377.pdf
SNEO;SP0696;Edifício Sequóia;RIBEIRÃO PRETO;São Paulo;"047°48'16,0""O";"21°13'08,0""S";VFR Diurna;2;Quadrado;18m x 18m;t;Concreto;18/06/2025;PA2015-1462;https://pergamum.anac.gov.br/arquivos/PA2015-1462.pdf
SJOZ;SP0644;Faria Lima Square;SÃO PAULO;São Paulo;"046°40'58,0""O";"23°35'19,0""S";VFR Diurna/Noturna;16;Quadrado;24m x 24m;t;Concreto;09/05/2022;PA2015-1851;https://pergamum.anac.gov.br/arquivos/PA2015-1851.pdf
SJPB;SP0645;Guarapiranga Golf;SÃO PAULO;São Paulo;"046°46'54,0""O";"23°47'15,0""S";VFR Diurna/Noturna;16;Quadrado;24m x 24m;t;Grama;05/04/2022;PA2012-0635;https://pergamum.anac.gov.br/arquivos/PA2012-0635.pdf
SJPH;SP0646;Royal Palm Hall;CAMPINAS;São Paulo;"047°04'15,0""O";"22°56'23,0""S";VFR Diurna/Noturna;33;Quadrado;22m x 22m;t;Concreto;26/09/2028;PA2018-2929;https://pergamum.anac.gov.br/arquivos/PA2018-2929.pdf
SJPJ;SP0647;Prefeitura do Município de Jundiaí;JUNDIAÍ;São Paulo;"046°54'01,0""O";"23°10'17,0""S";VFR Diurna;8;Quadrado;21m x 21m;t;Concreto;03/05/2022;PA2012-0822;https://pergamum.anac.gov.br/arquivos/PA2012-0822.pdf
SJPQ;SP0648;Terminal Petrobrás - São Sebastião;SÃO SEBASTIÃO;São Paulo;"045°24'00,0""O";"23°47'55,0""S";VFR Diurna/Noturna;12;Quadrado;19,5m x 19,5m;t;Concreto;10/03/2024;PA2014-0532;https://pergamum.anac.gov.br/arquivos/PA2014-0532.pdf
SJQC;SP0649;Jequitimar;GUARUJÁ;São Paulo;"046°11'15""O";"23°58'13,0""S";VFR Diurna/Noturna;4;Quadrado;24m x 24m;t;Concreto;02/01/2022;PA2015-1889;https://pergamum.anac.gov.br/arquivos/PA2015-1889.pdf
SJQH;SP0650;Hospital de Clínicas Municipal;SÃO BERNARDO DO CAMPO;São Paulo;"046°34'40,0""O";"23°43'59,0""S";VFR Diurna/Noturna;5;Quadrado;18m x 18m;t;Concreto;29/03/2027;PA2017-0912;https://pergamum.anac.gov.br/arquivos/PA2017-0912.pdf
SJRF;SP0652;Lavalpa;JACAREÍ;São Paulo;"045°58'29,7""O";"23°17'37,0""S";VFR Diurna/Noturna;9;Quadrado;21m x 21m;t;Concreto;13/01/2021;PA2015-3436;https://pergamum.anac.gov.br/arquivos/PA2015-3436.pdf
SJRQ;SP0654;Hospital São Camilo Pompéia;SÃO PAULO;São Paulo;"046°41'18,0""O";"23°32'02,0""S";VFR Diurna/Noturna;5 24;Quadrado;24m x 24m;5,3t;Concreto;14/12/2021;PA2011-2426;https://pergamum.anac.gov.br/arquivos/PA2011-2426.pdf
SJRX;SP0655;Grupamento Aéreo da Polícia Militar/ Praia Grande;PRAIA GRANDE;São Paulo;"046°29'36,0""O";"24°02'00,0""S";VFR Diurna;32;Quadrado;19,5m x 19,5m;t;Concreto;04/10/2022;PA2012-2003;https://pergamum.anac.gov.br/arquivos/PA2012-2003.pdf
SJRZ;SP0656;João Domingues de Araújo;SÃO PAULO;São Paulo;"046°41'38,0""O";"23°36'16,6""S";VFR Diurna/Noturna;36;Quadrado;20m x 20m;t;Concreto;18/04/2022;PA2014-2479;https://pergamum.anac.gov.br/arquivos/PA2014-2479.pdf
SJSI;SP0657;Transportadora Americana;SÃO PAULO;São Paulo;"046°44'18,4""O";"23°30'53,8""S";VFR Diurna/Noturna;20;Quadrado;19,5m x 19,5m;t;Concreto;02/06/2021;PA2013-0795;https://pergamum.anac.gov.br/arquivos/PA2013-0795.pdf
SJSZ;SP0660;Helbor Concept;MOGI DAS CRUZES;São Paulo;"046°10'45,0""O";"23°31'00,0""S";VFR Diurna/Noturna;3 18;Quadrado;23,3m x 23,3m;t;Concreto;05/06/2025;PA2015-2953;https://pergamum.anac.gov.br/arquivos/PA2015-2953.pdf
SJTD;SP0661;Plaza JK;SÃO PAULO;São Paulo;"046°41'06,0""O";"23°35'27,0""S";VFR Diurna/Noturna;6;Quadrado;21m x 21m;t;Concreto;26/03/2023;PA2015-1365;https://pergamum.anac.gov.br/arquivos/PA2015-1365.pdf
SJTE;SP0662;Tênis Camp;ARTUR NOGUEIRA;São Paulo;"047°04'26,0""O";"22°33'57,0""S";VFR Diurna/Noturna;35;Quadrado;19,56m x 19,56m;t;Concreto;26/07/2028;PA2018-2217;https://pergamum.anac.gov.br/arquivos/PA2018-2217.pdf
SJTV;SP0663;Tivoli Center;SÃO PAULO;São Paulo;"046°44'12,0""O";"23°37'43,0""S";VFR Diurna/Noturna;3;Quadrado;18m x 18m;t;Concreto;31/07/2024;PA2014-1764;https://pergamum.anac.gov.br/arquivos/PA2014-1764.pdf
SJTY;SP0664;Tivoli Mofarrej;SÃO PAULO;São Paulo;"046°39'21,0""O";"23°33'51,0""S";VFR Diurna/Noturna;4;Quadrado;19,5m x 19,5m;t;Concreto;10/12/2022;PA2012-2683;https://pergamum.anac.gov.br/arquivos/PA2012-2683.pdf
SJUE;SP0665;Ecological Center;BARUERI;São Paulo;"046°52'31,0""O";"23°32'06,0""S";VFR Diurna;14;Quadrado;24m x 24m;t;Concreto;30/06/2025;PA2015-1614;https://pergamum.anac.gov.br/arquivos/PA2015-1614.pdf
SJUG;SP0666;SPEL Embalagens;ATIBAIA;São Paulo;"046°39'10,6""O";"23°03'35,0""S";VFR Diurna/Noturna;15;Quadrado;24m x 24m;t;Metálico;11/01/2023;PA2014-2189;https://pergamum.anac.gov.br/arquivos/PA2014-2189.pdf
SJUW;SP0667;CPFL Sede;CAMPINAS;São Paulo;"047°02'42""O";"22°51'28,0""S";VFR Diurna/Noturna;1 22;Quadrado;21m x 21m;t;Concreto;06/05/2021;PA2011-0905;https://pergamum.anac.gov.br/arquivos/PA2011-0905.pdf
SJUZ;SP0668;Santo Aleixo;MORUNGABA;São Paulo;"046°47'30,0""O";"22°55'15,0""S";VFR Diurna/Noturna;19;Quadrado;24m x 24m;t;Concreto;18/04/2021;PA2011-0763;https://pergamum.anac.gov.br/arquivos/PA2011-0763.pdf
SJWZ;SP0676;E-Tower;SÃO PAULO;São Paulo;"046°41'25,0""O";"23°35'38,0""S";VFR Diurna/Noturna;16;Quadrado;21m x 21m;t;Concreto;21/03/2022;PA2013-1215;https://pergamum.anac.gov.br/arquivos/PA2013-1215.pdf
SJVC;SP0669;Vivicon;SÃO PAULO;São Paulo;"046°40'02,0""O";"23°30'47,0""S";VFR Diurna/Noturna;8;Quadrado;19,5m x 19,5m;t;Concreto;07/12/2027;PA2017-3833;https://pergamum.anac.gov.br/arquivos/PA2017-3833.pdf
SJVE;SP0670;VR Campos do Jordão;CAMPOS DO JORDÃO;São Paulo;"045°32'39,0""O";"22°44'36,0""S";VFR Diurna/Noturna;13 22;Quadrado;24m x 24m;6t;Concreto;21/09/2021;PA2011-1799;https://pergamum.anac.gov.br/arquivos/PA2011-1799.pdf
SIDL;SP0481;Deus é Amor;SÃO PAULO;São Paulo;"046°37'29,0""O";"23°33'21,0""S";VFR Diurna/Noturna;31;Quadrado;18m x 18m;t;Concreto;10/10/2023;PA2013-2647;https://pergamum.anac.gov.br/arquivos/PA2013-2647.pdf
SIET;SP0487;CD 19;GUARUJÁ;São Paulo;"046°11'22,9""O";"23°57'19,4""S";VFR Diurna/Noturna;20;Quadrado;18m x 18m;t;Concreto;21/05/2024;PA2014-1185;https://pergamum.anac.gov.br/arquivos/PA2014-1185.pdf
SIEU;SP0488;Diamante;JAÚ;São Paulo;"048°41'35,0""O";"22°22'24,0""S";VFR Diurna/Noturna;23 33;Quadrado;21,45m x 21,45m;t;Concreto;16/01/2023;PA2013-0116;https://pergamum.anac.gov.br/arquivos/PA2013-0116.pdf
SIFP;SP0489;EPCCO;REGISTRO;São Paulo;"047°51'02,1""O";"24°31'29,0""S";VFR Diurna/Noturna;10;Quadrado;24m x 24m;t;Asfalto;30/11/2021;PA2017-3788;https://pergamum.anac.gov.br/arquivos/PA2017-3788.pdf
SIFR;SP0490;Fazenda Santa Maria;CRAVINHOS;São Paulo;"047°45'27""O";"21°17'06,0""S";VFR Diurna/Noturna;32;Quadrado;24m x 24m;t;Concreto;13/09/2022;PA2012-1817;https://pergamum.anac.gov.br/arquivos/PA2012-1817.pdf
SIFZ;SP0491;Hungria 1100;SÃO PAULO;São Paulo;"046°41'39,5""O";"23°34'40,3""S";VFR Diurna/Noturna;12;Quadrado;21m x 21m;t;Concreto;26/03/2022;PA2013-1292;https://pergamum.anac.gov.br/arquivos/PA2013-1292.pdf
SIGC;SP0492;Porto Cubatão;CANANÉIA;São Paulo;"047°56'41,0""O";"24°58'31,0""S";VFR Diurna/Noturna;3;Quadrado;20m x 20m;2,75t;Concreto;09/09/2020;PA2010-1448;https://pergamum.anac.gov.br/arquivos/PA2010-1448.pdf
SIGK;SP0493;CD Guarulhos;GUARULHOS;São Paulo;"046°26'40,0""O";"23°26'48,0""S";VFR Diurna/Noturna;25;Quadrado;24m x 24m;t;Concreto;02/05/2023;PA2015-1862;https://pergamum.anac.gov.br/arquivos/PA2015-1862.pdf
SIGM;SP0494;Gandini Terras;ITU;São Paulo;"047°17'15""O";"23°17'56,0""S";VFR Diurna;26;Quadrado;18m x 18m;t;Concreto;02/03/2025;PA2015-0506;https://pergamum.anac.gov.br/arquivos/PA2015-0506.pdf
SIGO;SP0495;Condomínio Edifício Paulista Plaza;SÃO PAULO;São Paulo;"046°38'30,5""O";"23°34'25,0""S";VFR Diurna/Noturna;1;Quadrado;18m x 18m;t;Concreto;26/06/2025;PA2015-1566;https://pergamum.anac.gov.br/arquivos/PA2015-1566.pdf
SIHD;SP0499;Divena;SÃO PAULO;São Paulo;"046°37'20,0""O";"23°35'54,0""S";VFR Diurna/Noturna;14;Quadrado;21m x 21m;t;Concreto;17/01/2023;PA2013-0137;https://pergamum.anac.gov.br/arquivos/PA2013-0137.pdf
SIHO;SP0501;Kia;ITU;São Paulo;"047°17'27,0""O";"23°17'03,0""S";VFR Diurna/Noturna;15 33;Quadrado;20m x 20m;t;Concreto;02/05/2023;PA2013-1093;https://pergamum.anac.gov.br/arquivos/PA2013-1093.pdf
SIIH;SP0504;Torre 2000;SÃO PAULO;São Paulo;"046°41'11,0""O";"23°33'59,7""S";VFR Diurna/Noturna;17 35;Quadrado;21m x 21m;t;Concreto;10/01/2023;PA2013-0045;https://pergamum.anac.gov.br/arquivos/PA2013-0045.pdf
SIIQ;SP0505;Palácio Boa Vista;CAMPOS DO JORDÃO;São Paulo;"045°36'24,0""O";"22°44'06,2""S";VFR Diurna/Noturna;27;Quadrado;30m x 30m;t;Asfalto;15/10/2025;PA2015-2925;https://pergamum.anac.gov.br/arquivos/PA2015-2925.pdf
SIIR;SP0506;Brascan Century Plaza;SÃO PAULO;São Paulo;"046°40'32,0""O";"23°35'03,0""S";VFR Diurna/Noturna;36;Quadrado;21m x 21m;t;Concreto;14/11/2024;PA2014-2683;https://pergamum.anac.gov.br/arquivos/PA2014-2683.pdf
SIIW;SP0507;TECNET 2;SANTANA DE PARNAÍBA;São Paulo;"046°52'12""O";"23°27'15,0""S";VFR Diurna/Noturna;23;Quadrado;24m x 24m;t;Concreto;22/08/2023;PA2016-2731;https://pergamum.anac.gov.br/arquivos/PA2016-2731.pdf
SIIX;SP0508;Bira Guimarães;IGARATÁ;São Paulo;"046°05'41,0""O";"23°11'43,0""S";VFR Diurna/Noturna;15;Quadrado;21m x 21m;t;Concreto;22/05/2025;PA2015-1207;https://pergamum.anac.gov.br/arquivos/PA2015-1207.pdf
SIJC;SP0509;Fazenda Jatobá;SANTO ANTÔNIO DE POSSE;São Paulo;"047°02'02,4""O";"22°34'58,6""S";VFR Diurna/Noturna;3 24;Quadrado;24m x 24m;t;Concreto;10/04/2024;PA2014-0871;https://pergamum.anac.gov.br/arquivos/PA2014-0871.pdf
SIJD;SP0510;João Dias;SÃO PAULO;São Paulo;"046°43'04,1""O";"23°38'37,0""S";VFR Diurna/Noturna;3 21;Quadrado;24m x 24m;t;Concreto;31/01/2021;PA2013-1213;https://pergamum.anac.gov.br/arquivos/PA2013-1213.pdf
SIOD;SP0534;DIMEP;SÃO PAULO;São Paulo;"046°44'39,0""O";"23°31'46,0""S";VFR Diurna/Noturna;34;Quadrado;21m x 21m;t;Metálico;01/03/2026;PA2016-0435;https://pergamum.anac.gov.br/arquivos/PA2016-0435.pdf
SIJF;SP0511;Edifício Faria Lima Financial Center;SÃO PAULO;São Paulo;"046°41'00,0""O";"23°35'10,0""S";VFR Diurna/Noturna;15;Quadrado;24m x 24m;t;Concreto;13/09/2020;PA2015-1845;https://pergamum.anac.gov.br/arquivos/PA2015-1845.pdf
SIJI;SP0512;Petrobrás- São José dos Campos;SÃO JOSÉ DOS CAMPOS;São Paulo;"045°49'02,0""O";"23°10'57,0""S";VFR Diurna;8;Quadrado;21m x 21m;t;Concreto;09/02/2025;PA2015-0314;https://pergamum.anac.gov.br/arquivos/PA2015-0314.pdf
SIJX;SP0513;Internacional Plaza;SÃO PAULO;São Paulo;"046°40'54,0""O";"23°35'29,0""S";VFR Diurna/Noturna;22;Quadrado;24m x 24m;t;Concreto;12/07/2021;PA2018-2717;https://pergamum.anac.gov.br/arquivos/PA2018-2717.pdf
SIKC;SP0514;Erik;MAIRIPORÃ;São Paulo;"046°35'49,0""O";"23°17'57,0""S";VFR Diurna;17;Quadrado;19,5m x 19,5m;t;Grama;26/10/2021;PA2014-2843;https://pergamum.anac.gov.br/arquivos/PA2014-2843.pdf
SIKD;SP0515;SODEPA;SÃO PAULO;São Paulo;"046°42'16,0""O";"23°34'25,0""S";VFR Diurna/Noturna;31;Quadrado;24m x 24m;t;Concreto;26/07/2022;PA2014-0066;https://pergamum.anac.gov.br/arquivos/PA2014-0066.pdf
SDIA;SP0353;Cidade;SÃO PAULO;São Paulo;"046°37'57""O";"23°32'45,0""S";VFR Diurna/Noturna;28;Quadrado;21m x 21m;t;Metálico;29/05/2023;PA2015-0433;https://pergamum.anac.gov.br/arquivos/PA2015-0433.pdf
SIKF;SP0516;Plaza Iguatemi;SÃO PAULO;São Paulo;"046°41'12,0""O";"23°34'36,3""S";VFR Diurna/Noturna;8;Quadrado;24m x 24m;t;Concreto;25/01/2023;PA2013-0230;https://pergamum.anac.gov.br/arquivos/PA2013-0230.pdf
SWGE;PR0147;Green Technology;CAMPO LARGO;Paraná;"049°25'33,4""O";"25°26'07,6""S";VFR Diurna/Noturna;14 32;Quadrado;20m x 20m;t;Concreto;13/11/2023;PA2013-2971;https://pergamum.anac.gov.br/arquivos/PA2013-2971.pdf
SIKG;SP0517;Fazenda São Miguel;RIBEIRÃO BRANCO;São Paulo;"048°38'34,0""O";"24°11'53,6""S";VFR Diurna;17 35;Quadrado;20m x 20m;t;Concreto;12/07/2021;PA2014-1092;https://pergamum.anac.gov.br/arquivos/PA2014-1092.pdf
SIKH;SP0518;Hotel Vitória;INDAIATUBA;São Paulo;"047°10'59,0""O";"23°05'07,0""S";VFR Diurna/Noturna;24;Quadrado;18m x 18m;t;Concreto;28/10/2024;PA2014-2511;https://pergamum.anac.gov.br/arquivos/PA2014-2511.pdf
SIKT;SP0519;Joaquim Floriano;SÃO PAULO;São Paulo;"046°40'16,0""O";"23°34'59,0""S";VFR Diurna/Noturna;9 36;Quadrado;18m x 18m;t;Concreto;06/03/2023;PA2013-0565;https://pergamum.anac.gov.br/arquivos/PA2013-0565.pdf
SDOO;GO0155;Órion;GOIÂNIA;Goiás;"049°16'11,0""O";"16°41'49,0""S";VFR Diurna/Noturna;35;Quadrado;20m x 20m;t;Concreto;20/07/2028;PA2018-2185;https://pergamum.anac.gov.br/arquivos/PA2018-2185.pdf
SILF;SP0520;New Century;SÃO PAULO;São Paulo;"046°40'49,0""O";"23°35'15,0""S";VFR Diurna/Noturna;32;Quadrado;21m x 21m;t;Concreto;06/03/2023;PA2013-0572;https://pergamum.anac.gov.br/arquivos/PA2013-0572.pdf
SILK;SP0521;O Estado de São Paulo;SÃO PAULO;São Paulo;"046°40'15,0""O";"23°30'44,0""S";VFR Diurna/Noturna;2;Quadrado;19,8m x 19,8m;t;Metálico;06/03/2023;PA2013-0579;https://pergamum.anac.gov.br/arquivos/PA2013-0579.pdf
SILP;SP0522;Lojas Cem;SALTO;São Paulo;"047°16'04,0""O";"23°09'08,9""S";VFR Diurna/Noturna;34;Quadrado;21m x 21m;t;Concreto;16/10/2022;PA2012-2165;https://pergamum.anac.gov.br/arquivos/PA2012-2165.pdf
SILR;SP0523;One Hundred;SÃO PAULO;São Paulo;"046°41'03,0""O";"23°35'41,0""S";VFR Diurna/Noturna;31;Quadrado;21m x 21m;t;Concreto;06/03/2023;PA2013-0566;https://pergamum.anac.gov.br/arquivos/PA2013-0566.pdf
SIOF;SP0535;Praiamar;SANTOS;São Paulo;"046°18'32,0""O";"23°58'43,0""S";VFR Diurna/Noturna;24;Quadrado;19,56m x 19,56m;t;Concreto;01/08/2027;PA2017-2270;https://pergamum.anac.gov.br/arquivos/PA2017-2270.pdf
SILV;SP0524;VOCP;SÃO PAULO;São Paulo;"046°41'20,0""O";"23°35'40,0""S";VFR Diurna/Noturna;8;Quadrado;21m x 21m;t;Concreto;14/03/2028;PA2018-0647;https://pergamum.anac.gov.br/arquivos/PA2018-0647.pdf
SILX;SP0525;Locar;GUARULHOS;São Paulo;"046°29'00,0""O";"23°28'16,0""S";VFR Diurna/Noturna;36;Quadrado;18m x 18m;t;Concreto;06/05/2025;PA2015-1048;https://pergamum.anac.gov.br/arquivos/PA2015-1048.pdf
SIMD;SP0526;Resedá Office;SÃO PAULO;São Paulo;"046°40'29,3""O";"23°34'57,5""S";VFR Diurna/Noturna;27;Quadrado;19,5m x 19,5m;t;Concreto;02/05/2023;PA2013-1099;https://pergamum.anac.gov.br/arquivos/PA2013-1099.pdf
SIMH;SP0527;Honda Automóveis;SUMARÉ;São Paulo;"047°11'36,0""O";"22°50'02,0""S";VFR Diurna/Noturna;13;Quadrado;21m x 21m;t;Asfalto;13/09/2022;PA2013-0792;https://pergamum.anac.gov.br/arquivos/PA2013-0792.pdf
SIMI;SP0528;Marina Igararecê;SÃO SEBASTIÃO;São Paulo;"045°24'11,0""O";"23°46'06,0""S";VFR Diurna/Noturna;34;Quadrado;19m x 19m;t;Concreto;04/10/2027;PA2017-3357;https://pergamum.anac.gov.br/arquivos/PA2017-3357.pdf
SIMT;SP0530;Pedreira Maria Teresa LTDA;SÃO VICENTE;São Paulo;"046°27'42,0""O";"23°55'31,0""S";VFR Diurna/Noturna;21;Quadrado;21m x 21m;t;Concreto;13/09/2022;PA2016-3548;https://pergamum.anac.gov.br/arquivos/PA2016-3548.pdf
SINB;SP0531;Tubarão;;;"045°23'19,0""O";"23°49'46,0""S";VFR Diurna;14;Quadrado;19,5m x 19,5m;t;Grama;01/10/2023;PA2013-2546;https://pergamum.anac.gov.br/arquivos/PA2013-2546.pdf
SINE;SP0532;Ibar;POÁ;São Paulo;"046°19'47,0""O";"23°31'27,0""S";VFR Diurna/Noturna;31;Quadrado;19,4m x 19,4m;t;Concreto;24/10/2024;PA2014-2475;https://pergamum.anac.gov.br/arquivos/PA2014-2475.pdf
SINW;SP0533;International Paper Luís Antônio;LUÍS ANTÔNIO;São Paulo;"047°55'29,0""O";"21°34'20,0""S";VFR Diurna;5 30;Quadrado;22,6m x 22,6m;t;Concreto;01/07/2023;PA2013-1657;https://pergamum.anac.gov.br/arquivos/PA2013-1657.pdf
SIOW;SP0536;Hospital Alemão Oswaldo Cruz;SÃO PAULO;São Paulo;"046°38'35,0""O";"23°34'10,0""S";VFR Diurna/Noturna;18;Quadrado;19,5m x 19,5m;t;Concreto;13/02/2023;PA2013-0389;https://pergamum.anac.gov.br/arquivos/PA2013-0389.pdf
SIPD;SP0537;Vitória Hotel Residence;CAMPINAS;São Paulo;"047°02'53,7""O";"22°54'08,5""S";VFR Diurna/Noturna;10 28;Quadrado;18m x 18m;t;Metálico;28/01/2024;PA2014-0225;https://pergamum.anac.gov.br/arquivos/PA2014-0225.pdf
SIPI;SP0538;Alphacentro;BARUERI;São Paulo;"046°51'44,0""O";"23°29'53,0""S";VFR Diurna/Noturna;14 35;Quadrado;19,5m x 19,5m;3,15t;Metálico;14/12/2021;PA2011-2423;https://pergamum.anac.gov.br/arquivos/PA2011-2423.pdf
SIPT;SP0539;Petrobrás Refinaria de Paulínia - Replan;PAULÍNIA;São Paulo;"047°08'16,0""O";"22°43'54,5""S";VFR Diurna/Noturna;12;Quadrado;30m x 30m;t;Concreto;02/10/2025;PA2015-2603;https://pergamum.anac.gov.br/arquivos/PA2015-2603.pdf
SIPZ;SP0541;Papaiz;DIADEMA;São Paulo;"046°37'05,0""O";"23°40'35,0""S";VFR Diurna;31;Quadrado;18m x 18m;t;Concreto;26/04/2022;PA2013-0880;https://pergamum.anac.gov.br/arquivos/PA2013-0880.pdf
SJYB;SP0680;Thabor;CAIEIRAS;São Paulo;"046°40'12""O";"23°24'39,0""S";VFR Diurna/Noturna;21;Quadrado;24m x 24m;t;Concreto;19/12/2022;PA2012-2771;https://pergamum.anac.gov.br/arquivos/PA2012-2771.pdf
SIQM;SP0542;Morumbi Corporate;SÃO PAULO;São Paulo;"046°42'07,0""O";"23°37'30,0""S";VFR Diurna/Noturna;11;Quadrado;24m x 24m;t;Concreto;27/03/2025;PA2015-0740;https://pergamum.anac.gov.br/arquivos/PA2015-0740.pdf
SIQT;SP0543;Quinta da Baroneza I;BRAGANÇA PAULISTA;São Paulo;"046°42'14,0""O";"22°58'38,0""S";VFR Diurna/Noturna;11;Quadrado;21m x 21m;t;Grama;26/01/2025;PA2015-0177;https://pergamum.anac.gov.br/arquivos/PA2015-0177.pdf
SIRB;SP0544;Mendes;SANTOS;São Paulo;"046°20'08,0""O";"23°57'35,0""S";VFR Diurna/Noturna;29;Quadrado;20m x 20m;t;Concreto;04/04/2023;PA2015-1849;https://pergamum.anac.gov.br/arquivos/PA2015-1849.pdf
SIRO;SP0545;Maksoud Plaza;SÃO PAULO;São Paulo;"046°39'04,0""O";"23°33'47,0""S";VFR Diurna/Noturna;27;Quadrado;21m x 21m;4,3t;Metálico;28/09/2021;PA2011-1875;https://pergamum.anac.gov.br/arquivos/PA2011-1875.pdf
SIRY;SP0547;Hiper-Bergamini;SÃO PAULO;São Paulo;"046°34'56,0""O";"23°27'55,0""S";VFR Diurna/Noturna;20;Quadrado;24m x 24m;t;Concreto;11/03/2024;PA2014-0548;https://pergamum.anac.gov.br/arquivos/PA2014-0548.pdf
SIRZ;SP0548;Condomínio Faria Lima - Pinheiros;SÃO PAULO;São Paulo;"046°41'28,0""O";"23°34'10,0""S";VFR Diurna/Noturna;14;Quadrado;19,9m x 19,9m;t;Concreto;19/03/2023;PA2014-0939;https://pergamum.anac.gov.br/arquivos/PA2014-0939.pdf
SISI;SP0550;Monte Sinai IV;BAURU;São Paulo;"049°04'30,2""O";"22°19'28,6""S";VFR Diurna/Noturna;14;Quadrado;23m x 23m;t;Metálico;28/09/2022;PA2013-1325;https://pergamum.anac.gov.br/arquivos/PA2013-1325.pdf
SISP;SP0551;Reobot;JARINU;São Paulo;"046°39'45""O";"23°09'28,0""S";VFR Diurna/Noturna;27 36;Quadrado;24m x 24m;t;Concreto;06/08/2022;PA2013-1510;https://pergamum.anac.gov.br/arquivos/PA2013-1510.pdf
SITE;SP0552;Telefônica;SÃO PAULO;São Paulo;"046°38'33,4""O";"23°33'58,5""S";VFR Diurna/Noturna;33;Quadrado;19,8m x 19,8m;t;Metálico;15/05/2023;PA2013-1207;https://pergamum.anac.gov.br/arquivos/PA2013-1207.pdf
SITK;SP0553;Jomarca;GUARULHOS;São Paulo;"046°29'09,0""O";"23°28'02,0""S";VFR Diurna;2;Quadrado;24m x 24m;t;Concreto;02/05/2023;PA2013-1101;https://pergamum.anac.gov.br/arquivos/PA2013-1101.pdf
SITO;SP0554;Berrini One;SÃO PAULO;São Paulo;"046°41'26,0""O";"23°35'54,0""S";VFR Diurna/Noturna;19;Quadrado;21m x 21m;t;Concreto;18/11/2025;PA2015-3049;https://pergamum.anac.gov.br/arquivos/PA2015-3049.pdf
SIVM;SP0564;GOLD STAR;NIPOÃ;São Paulo;"049°47'13,0""O";"20°54'01,6""S";VFR Diurna/Noturna;36;Quadrado;19,5m x 19,5m;t;Concreto;18/11/2025;PA2015-3055;https://pergamum.anac.gov.br/arquivos/PA2015-3055.pdf
SITQ;SP0556;Vivo S/A;SÃO PAULO;São Paulo;"046°41'56,5""O";"23°37'13,0""S";VFR Diurna/Noturna;8;Quadrado;24m x 24m;t;Concreto;20/06/2022;PA2016-1815;https://pergamum.anac.gov.br/arquivos/PA2016-1815.pdf
SITY;SP0557;Fazenda Santapazienza;ITATIBA;São Paulo;"046°49'36,0""O";"23°04'06,0""S";VFR Diurna/Noturna;32;Quadrado;24m x 24m;t;Concreto;02/12/2025;PA2015-3188;https://pergamum.anac.gov.br/arquivos/PA2015-3188.pdf
SIUD;SP0558;Monte Horebe;SÃO PAULO;São Paulo;"046°36'27,2""O";"23°32'18,7""S";VFR Diurna/Noturna;13;Quadrado;24m x 24m;t;Concreto;02/06/2021;PA2013-1322;https://pergamum.anac.gov.br/arquivos/PA2013-1322.pdf
SIUX;SP0560;Quimigel;MONTE MOR;São Paulo;"047°19'09,0""O";"22°57'53,0""S";VFR Diurna/Noturna;28;Quadrado;20m x 20m;t;Concreto;15/08/2023;PA2013-2065;https://pergamum.anac.gov.br/arquivos/PA2013-2065.pdf
SIVC;SP0561;Vicente Spisso;VARGEM GRANDE PAULISTA;São Paulo;"047°00'02,0""O";"23°36'40,0""S";VFR Diurna;7;Quadrado;20m x 20m;t;Grama;18/07/2023;PA2013-1855;https://pergamum.anac.gov.br/arquivos/PA2013-1855.pdf
SIVH;SP0562;Sítio Santa Chiara;ORLÂNDIA;São Paulo;"047°52'52,0""O";"20°42'18,0""S";VFR Diurna;28;Quadrado;21m x 21m;t;Concreto;06/05/2025;PA2015-1052;https://pergamum.anac.gov.br/arquivos/PA2015-1052.pdf
SIVI;SP0563;Monte Sinai;CAMPINAS;São Paulo;"047°03'50,9""O";"22°54'45,5""S";VFR Diurna/Noturna;10 31;Quadrado;24m x 24m;t;Metálico;30/11/2021;PA2014-1397;https://pergamum.anac.gov.br/arquivos/PA2014-1397.pdf
SIVS;SP0565;Villa San Marco;CAMPOS DO JORDÃO;São Paulo;"045°33'13,0""O";"22°45'23,0""S";VFR Diurna/Noturna;32;Quadrado;21m x 21m;t;Concreto;18/02/2025;PA2015-0403;https://pergamum.anac.gov.br/arquivos/PA2015-0403.pdf
SIVX;SP0566;Cia. Brasileira de Alumínio;ALUMÍNIO;São Paulo;"047°16'00,0""O";"23°31'00,0""S";VFR Diurna/Noturna;2 20;Quadrado;27,9m x 27,9m;t;Concreto;09/09/2023;PA2013-2318;https://pergamum.anac.gov.br/arquivos/PA2013-2318.pdf
